spec_id,variant_id,spec_type,spec_name,spec_value,unit_of_measure
4465,490,technical,Diamond Wt,0.48,various
4466,490,technical,Volume,230.23,various
4467,490,technical,Casting wt.,3.614611,various
4468,490,technical,18KT wt.(Gm),2.8916888,various
4469,490,technical,Diamond Count(Heart),1.0,various
4470,490,technical,Length,21.1,various
4471,490,technical,Width,6.12,various
4472,490,technical,Reduction,0.7229222,various
4473,490,technical,Shape,Heart,various
4474,490,technical,Diamond Size(Heart) mm,5.2,various
4475,491,technical,SKU Code,S R-19008(0.50),various
4476,491,technical,Diamond Wt,0.48,various
4477,491,technical,Volume,230.23,various
4478,491,technical,Casting wt.,3.614611,various
4479,491,technical,18KT wt.(Gm),2.8916888,various
4480,491,technical,Diamond Count(Heart),1.0,various
4481,491,technical,Length,21.1,various
4482,491,technical,Width,6.12,various
4483,491,technical,Reduction,0.7229222,various
4484,491,technical,Shape,Heart,various
4485,491,technical,Diamond Size(Heart) mm,5.2,various
4486,492,technical,SKU Code,S R-19008(0.50),various
4487,492,technical,Diamond Wt,0.48,various
4488,492,technical,Volume,230.23,various
4489,492,technical,Casting wt.,3.614611,various
4490,492,technical,18KT wt.(Gm),2.8916888,various
4491,492,technical,Diamond Count(Heart),1.0,various
4492,492,technical,Length,21.1,various
4493,492,technical,Width,6.12,various
4494,492,technical,Reduction,0.7229222,various
4495,492,technical,Shape,Heart,various
4496,492,technical,Diamond Size(Heart) mm,5.2,various
4497,493,technical,SKU Code,S R-19010(0.50),various
4498,493,technical,Diamond Wt,0.43,various
4499,493,technical,Volume,237.92,various
4500,493,technical,Casting wt.,3.735344,various
4501,493,technical,18KT wt.(Gm),2.9882751999999995,various
4502,493,technical,Diamond Count(Pear),1.0,various
4503,493,technical,Length,21.1,various
4504,493,technical,Width,7.13,various
4505,493,technical,Reduction,0.7470688,various
4506,493,technical,Shape,Pear,various
4507,493,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4508,494,technical,SKU Code,S R-19010(0.50),various
4509,494,technical,Diamond Wt,0.43,various
4510,494,technical,Volume,237.92,various
4511,494,technical,Casting wt.,3.735344,various
4512,494,technical,18KT wt.(Gm),2.9882751999999995,various
4513,494,technical,Diamond Count(Pear),1.0,various
4514,494,technical,Length,21.1,various
4515,494,technical,Width,7.13,various
4516,494,technical,Reduction,0.7470688,various
4517,494,technical,Shape,Pear,various
4518,494,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4519,495,technical,SKU Code,S R-19010(0.50),various
4520,495,technical,Diamond Wt,0.43,various
4521,495,technical,Volume,237.92,various
4522,495,technical,Casting wt.,3.735344,various
4523,495,technical,18KT wt.(Gm),2.9882751999999995,various
4524,495,technical,Diamond Count(Pear),1.0,various
4525,495,technical,Length,21.1,various
4526,495,technical,Width,7.13,various
4527,495,technical,Reduction,0.7470688,various
4528,495,technical,Shape,Pear,various
4529,495,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4530,496,technical,SKU Code,S R-19010(0.50),various
4531,496,technical,Diamond Wt,0.43,various
4532,496,technical,Volume,237.92,various
4533,496,technical,Casting wt.,3.735344,various
4534,496,technical,18KT wt.(Gm),2.9882751999999995,various
4535,496,technical,Diamond Count(Pear),1.0,various
4536,496,technical,Length,21.1,various
4537,496,technical,Width,7.13,various
4538,496,technical,Reduction,0.7470688,various
4539,496,technical,Shape,Pear,various
4540,496,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4541,497,technical,SKU Code,S R-19010(0.50),various
4542,497,technical,Diamond Wt,0.43,various
4543,497,technical,Volume,237.92,various
4544,497,technical,Casting wt.,3.735344,various
4545,497,technical,18KT wt.(Gm),2.9882751999999995,various
4546,497,technical,Diamond Count(Pear),1.0,various
4547,497,technical,Length,21.1,various
4548,497,technical,Width,7.13,various
4549,497,technical,Reduction,0.7470688,various
4550,497,technical,Shape,Pear,various
4551,497,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4552,498,technical,SKU Code,S R-19010(0.50),various
4553,498,technical,Diamond Wt,0.43,various
4554,498,technical,Volume,237.92,various
4555,498,technical,Casting wt.,3.735344,various
4556,498,technical,18KT wt.(Gm),2.9882751999999995,various
4557,498,technical,Diamond Count(Pear),1.0,various
4558,498,technical,Length,21.1,various
4559,498,technical,Width,7.13,various
4560,498,technical,Reduction,0.7470688,various
4561,498,technical,Shape,Pear,various
4562,498,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4563,499,technical,SKU Code,S R-19010(0.50),various
4564,499,technical,Diamond Wt,0.43,various
4565,499,technical,Volume,237.92,various
4566,499,technical,Casting wt.,3.735344,various
4567,499,technical,18KT wt.(Gm),2.9882751999999995,various
4568,499,technical,Diamond Count(Pear),1.0,various
4569,499,technical,Length,21.1,various
4570,499,technical,Width,7.13,various
4571,499,technical,Reduction,0.7470688,various
4572,499,technical,Shape,Pear,various
4573,499,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4574,500,technical,SKU Code,S R-19010(0.50),various
4575,500,technical,Diamond Wt,0.43,various
4576,500,technical,Volume,237.92,various
4577,500,technical,Casting wt.,3.735344,various
4578,500,technical,18KT wt.(Gm),2.9882751999999995,various
4579,500,technical,Diamond Count(Pear),1.0,various
4580,500,technical,Length,21.1,various
4581,500,technical,Width,7.13,various
4582,500,technical,Reduction,0.7470688,various
4583,500,technical,Shape,Pear,various
4584,500,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4585,501,technical,SKU Code,S R-19010(0.50),various
4586,501,technical,Diamond Wt,0.43,various
4587,501,technical,Volume,237.92,various
4588,501,technical,Casting wt.,3.735344,various
4589,501,technical,18KT wt.(Gm),2.9882751999999995,various
4590,501,technical,Diamond Count(Pear),1.0,various
4591,501,technical,Length,21.1,various
4592,501,technical,Width,7.13,various
4593,501,technical,Reduction,0.7470688,various
4594,501,technical,Shape,Pear,various
4595,501,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4596,502,technical,SKU Code,S R-19010(0.50),various
4597,502,technical,Diamond Wt,0.43,various
4598,502,technical,Volume,237.92,various
4599,502,technical,Casting wt.,3.735344,various
4600,502,technical,18KT wt.(Gm),2.9882751999999995,various
4601,502,technical,Diamond Count(Pear),1.0,various
4602,502,technical,Length,21.1,various
4603,502,technical,Width,7.13,various
4604,502,technical,Reduction,0.7470688,various
4605,502,technical,Shape,Pear,various
4606,502,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4607,503,technical,SKU Code,S R-19010(0.50),various
4608,503,technical,Diamond Wt,0.43,various
4609,503,technical,Volume,237.92,various
4610,503,technical,Casting wt.,3.735344,various
4611,503,technical,18KT wt.(Gm),2.9882751999999995,various
4612,503,technical,Diamond Count(Pear),1.0,various
4613,503,technical,Length,21.1,various
4614,503,technical,Width,7.13,various
4615,503,technical,Reduction,0.7470688,various
4616,503,technical,Shape,Pear,various
4617,503,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4618,504,technical,SKU Code,S R-19010(0.50),various
4619,504,technical,Diamond Wt,0.43,various
4620,504,technical,Volume,237.92,various
4621,504,technical,Casting wt.,3.735344,various
4622,504,technical,18KT wt.(Gm),2.9882751999999995,various
4623,504,technical,Diamond Count(Pear),1.0,various
4624,504,technical,Length,21.1,various
4625,504,technical,Width,7.13,various
4626,504,technical,Reduction,0.7470688,various
4627,504,technical,Shape,Pear,various
4628,504,technical,Diamond Size(Pear) mm,6.5 * 4.5,various
4629,505,technical,SKU Code,S R-19011(0.50),various
4630,505,technical,Diamond Wt,0.48,various
4631,505,technical,Volume,196.93,various
4632,505,technical,Casting wt.,3.091801,various
4633,505,technical,18KT wt.(Gm),2.4734408,various
4634,505,technical,Diamond Count(Round),1.0,various
4635,505,technical,Length,21.15,various
4636,505,technical,Width,4.6,various
4637,505,technical,Reduction,0.6183602,various
4638,505,technical,Shape,Round,various
4639,505,technical,Diamond Size(Round) mm,4.5,various
4640,506,technical,SKU Code,S R-19011(0.50),various
4641,506,technical,Diamond Wt,0.48,various
4642,506,technical,Volume,196.93,various
4643,506,technical,Casting wt.,3.091801,various
4644,506,technical,18KT wt.(Gm),2.4734408,various
4645,506,technical,Diamond Count(Round),1.0,various
4646,506,technical,Length,21.15,various
4647,506,technical,Width,4.6,various
4648,506,technical,Reduction,0.6183602,various
4649,506,technical,Shape,Round,various
4650,506,technical,Diamond Size(Round) mm,4.5,various
4651,507,technical,SKU Code,S R-19011(0.50),various
4652,507,technical,Diamond Wt,0.48,various
4653,507,technical,Volume,196.93,various
4654,507,technical,Casting wt.,3.091801,various
4655,507,technical,18KT wt.(Gm),2.4734408,various
4656,507,technical,Diamond Count(Round),1.0,various
4657,507,technical,Length,21.15,various
4658,507,technical,Width,4.6,various
4659,507,technical,Reduction,0.6183602,various
4660,507,technical,Shape,Round,various
4661,507,technical,Diamond Size(Round) mm,4.5,various
4662,508,technical,SKU Code,S R-19011(0.50),various
4663,508,technical,Diamond Wt,0.48,various
4664,508,technical,Volume,196.93,various
4665,508,technical,Casting wt.,3.091801,various
4666,508,technical,18KT wt.(Gm),2.4734408,various
4667,508,technical,Diamond Count(Round),1.0,various
4668,508,technical,Length,21.15,various
4669,508,technical,Width,4.6,various
4670,508,technical,Reduction,0.6183602,various
4671,508,technical,Shape,Round,various
4672,508,technical,Diamond Size(Round) mm,4.5,various
4673,509,technical,SKU Code,S R-19011(0.50),various
4674,509,technical,Diamond Wt,0.48,various
4675,509,technical,Volume,196.93,various
4676,509,technical,Casting wt.,3.091801,various
4677,509,technical,18KT wt.(Gm),2.4734408,various
4678,509,technical,Diamond Count(Round),1.0,various
4679,509,technical,Length,21.15,various
4680,509,technical,Width,4.6,various
4681,509,technical,Reduction,0.6183602,various
4682,509,technical,Shape,Round,various
4683,509,technical,Diamond Size(Round) mm,4.5,various
4684,510,technical,SKU Code,S R-19011(0.50),various
4685,510,technical,Diamond Wt,0.48,various
4686,510,technical,Volume,196.93,various
4687,510,technical,Casting wt.,3.091801,various
4688,510,technical,18KT wt.(Gm),2.4734408,various
4689,510,technical,Diamond Count(Round),1.0,various
4690,510,technical,Length,21.15,various
4691,510,technical,Width,4.6,various
4692,510,technical,Reduction,0.6183602,various
4693,510,technical,Shape,Round,various
4694,510,technical,Diamond Size(Round) mm,4.5,various
4695,511,technical,SKU Code,S R-19011(0.50),various
4696,511,technical,Diamond Wt,0.48,various
4697,511,technical,Volume,196.93,various
4698,511,technical,Casting wt.,3.091801,various
4699,511,technical,18KT wt.(Gm),2.4734408,various
4700,511,technical,Diamond Count(Round),1.0,various
4701,511,technical,Length,21.15,various
4702,511,technical,Width,4.6,various
4703,511,technical,Reduction,0.6183602,various
4704,511,technical,Shape,Round,various
4705,511,technical,Diamond Size(Round) mm,4.5,various
4706,512,technical,SKU Code,S R-19011(0.50),various
4707,512,technical,Diamond Wt,0.48,various
4708,512,technical,Volume,196.93,various
4709,512,technical,Casting wt.,3.091801,various
4710,512,technical,18KT wt.(Gm),2.4734408,various
4711,512,technical,Diamond Count(Round),1.0,various
4712,512,technical,Length,21.15,various
4713,512,technical,Width,4.6,various
4714,512,technical,Reduction,0.6183602,various
4715,512,technical,Shape,Round,various
4716,512,technical,Diamond Size(Round) mm,4.5,various
4717,513,technical,SKU Code,S R-19011(0.50),various
4718,513,technical,Diamond Wt,0.48,various
4719,513,technical,Volume,196.93,various
4720,513,technical,Casting wt.,3.091801,various
4721,513,technical,18KT wt.(Gm),2.4734408,various
4722,513,technical,Diamond Count(Round),1.0,various
4723,513,technical,Length,21.15,various
4724,513,technical,Width,4.6,various
4725,513,technical,Reduction,0.6183602,various
4726,513,technical,Shape,Round,various
4727,513,technical,Diamond Size(Round) mm,4.5,various
4728,514,technical,SKU Code,S R-19011(0.50),various
4729,514,technical,Diamond Wt,0.48,various
4730,514,technical,Volume,196.93,various
4731,514,technical,Casting wt.,3.091801,various
4732,514,technical,18KT wt.(Gm),2.4734408,various
4733,514,technical,Diamond Count(Round),1.0,various
4734,514,technical,Length,21.15,various
4735,514,technical,Width,4.6,various
4736,514,technical,Reduction,0.6183602,various
4737,514,technical,Shape,Round,various
4738,514,technical,Diamond Size(Round) mm,4.5,various
4739,515,technical,SKU Code,S R-19011(0.50),various
4740,515,technical,Diamond Wt,0.48,various
4741,515,technical,Volume,196.93,various
4742,515,technical,Casting wt.,3.091801,various
4743,515,technical,18KT wt.(Gm),2.4734408,various
4744,515,technical,Diamond Count(Round),1.0,various
4745,515,technical,Length,21.15,various
4746,515,technical,Width,4.6,various
4747,515,technical,Reduction,0.6183602,various
4748,515,technical,Shape,Round,various
4749,515,technical,Diamond Size(Round) mm,4.5,various
4750,516,technical,SKU Code,S R-19011(0.50),various
4751,516,technical,Diamond Wt,0.48,various
4752,516,technical,Volume,196.93,various
4753,516,technical,Casting wt.,3.091801,various
4754,516,technical,18KT wt.(Gm),2.4734408,various
4755,516,technical,Diamond Count(Round),1.0,various
4756,516,technical,Length,21.15,various
4757,516,technical,Width,4.6,various
4758,516,technical,Reduction,0.6183602,various
4759,516,technical,Shape,Round,various
4760,516,technical,Diamond Size(Round) mm,4.5,various
4761,517,technical,SKU Code,S R-19012(0.50),various
4762,517,technical,Diamond Wt,0.48,various
4763,517,technical,Volume,196.5,various
4764,517,technical,Casting wt.,3.08505,various
4765,517,technical,18KT wt.(Gm),2.46804,various
4766,517,technical,Diamond Count(Round),20.0,various
4767,517,technical,Length,21.15,various
4768,517,technical,Width,4.09,various
4769,517,technical,Reduction,0.6170100000000001,various
4770,517,technical,Shape,Princess,various
4771,517,technical,Diamond Size(Round) mm,1.25,various
4772,517,technical,Diamond Size(Princes) mm,3.75,various
4773,517,technical,Diamond Count(Princes),1.0,various
4774,518,technical,SKU Code,S R-19012(0.50),various
4775,518,technical,Diamond Wt,0.48,various
4776,518,technical,Volume,196.5,various
4777,518,technical,Casting wt.,3.08505,various
4778,518,technical,18KT wt.(Gm),2.46804,various
4779,518,technical,Diamond Count(Round),20.0,various
4780,518,technical,Length,21.15,various
4781,518,technical,Width,4.09,various
4782,518,technical,Reduction,0.6170100000000001,various
4783,518,technical,Shape,Princess,various
4784,518,technical,Diamond Size(Round) mm,1.25,various
4785,518,technical,Diamond Size(Princes) mm,3.75,various
4786,518,technical,Diamond Count(Princes),1.0,various
4787,519,technical,SKU Code,S R-19012(0.50),various
